,X,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,type
1617,27666,13306 Telecom Dr,b2egw7DXjck9sKYcBc4NCQ,"Chinese, Restaurants",Tampa,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30'}",1,28.0682876,-82.3752021,Top China,33637,22,4,FL,Chinese
1640,28127,5855 Madison Ave,zSDrIt1pYh6-UBzqVOBFyA,"Chinese, Restaurants",Indianapolis,"{'Monday': '10:45-21:30', 'Tuesday': '10:45-21:30', 'Wednesday': '15:0-21:30', 'Thursday': '10:45-21:30', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '15:0-21:30'}",1,39.680899,-86.1298543,Great Wall,46227,22,2.5,IN,Chinese
1710,29328,"2701 Airline Dr, Ste H",ajGbu7IlLBjmN9E982k1ww,"Cantonese, Restaurants, Szechuan, Chinese",Metairie,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:0-22:0'}",0,29.97514707,-90.15045919,Panda House,70001,22,2,LA,Chinese
1808,31451,"604 Gallatin Ave, Ste 203",AWscUqDFoXF03qIApherGw,"Japanese, Bubble Tea, Food, Izakaya, Ramen, Nightlife, Restaurants, Bars",Nashville,"{'Monday': '0:0-0:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",1,36.1830924,-86.7493737,Otaku Ramen ,37206,22,3.5,TN,Japanese
1965,34297,1720 Sansom St,TIh6vyxA76xGAg6MbTRqGA,"Restaurants, Japanese",Philadelphia,,0,39.9506126,-75.1696851,Genji Japanese Restaurant,19103,22,3.5,PA,Japanese
1980,34569,2650 S 15th St,BpCi_s4hDtw7ru_hf2qpIA,"Vietnamese, Restaurants",Philadelphia,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",1,39.9172447,-75.1731774,Pho Tau Bay,19145,22,4,PA,Southeast Asia
2070,36234,1739 E Passyunk Ave,NAL8pS56-f3Ky17yjCDBiw,"Chinese, Restaurants",Philadelphia,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",0,39.9277406,-75.1657789,China House,19148,22,2.5,PA,Chinese
2234,39408,2223 N West Shore Blvd,LE_cu3K6WOHJE3c57LT4rg,"Restaurants, Japanese",Tampa,,0,27.9627932,-82.5206709,Cafe Japon,33607,22,3.5,FL,Japanese
2507,44391,2101 E Fletcher Ave,H6tPRvGHvm-TdQ40LZE0aw,"American (New), Chinese, Restaurants",Tampa,"{'Monday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,28.0688501,-82.4352726,Dragon Express,33612,22,4,FL,Chinese
2568,45486,8319 Olive Blvd,oBdv0xSSk6hgwMRD4nOhNQ,"Chinese, Restaurants",St. Louis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0'}",1,38.6739815,-90.3508794,Lam's Garden,63132,22,4,MO,Chinese
2603,46024,320 W Oregon Ave,ZqBwsiBlMqiMTSjlXAenMA,"Food, Vietnamese, Bubble Tea, Juice Bars & Smoothies, Restaurants, Bakeries, Cafes",Philadelphia,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1,39.9127689,-75.1535348,Banh Mi Square,19148,22,3.5,PA,Southeast Asia
2671,47234,119 E Speedway Blvd,kK5biehhgRvIMzUqC84taw,"Vegetarian, Restaurants, Vietnamese, Breakfast & Brunch, Bistros",Tucson,"{'Monday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '8:0-15:30'}",0,32.236218,-110.969645,Garland Bistro,85705,22,3.5,AZ,Southeast Asia
2746,48487,"1800 E Ft Lowell Rd, Ste 116",frkdRWMpN70bO3jFWdMKeg,"Restaurants, Sushi Bars, Japanese",Tucson,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '16:0-22:0'}",0,32.2648362,-110.9448329,Sushi King,85719,22,3,AZ,Japanese
2784,49035,177 W Girard Ave,bvCP5AUnA63vPzuLXD_tbQ,"Coffee & Tea, Breakfast & Brunch, Soup, Food, Vietnamese, Restaurants, Noodles",Philadelphia,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",1,39.9696017,-75.1388957,Pho??House Thang Long,19123,22,3.5,PA,Southeast Asia
2841,49968,9626 Olive Blvd,BHKcPLYjm7MI5mHXWGnb0A,"Chinese, Restaurants",St. Louis,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '17:0-21:30'}",0,38.6732427,-90.3864173,Mei Hua Chinese Restaurant,63132,22,3.5,MO,Chinese
362,6082,1030 58th St N,KJJm3Qwmqd5r37hIYQ0MOw,"Buffets, Chinese, Restaurants",St. Petersburg,,0,27.7820333,-82.7122765,Good Fortune Buffet,33710,21,2,FL,Chinese
477,7914,2100 S 17th St,E3IjhZlqCZG1-HJyWTqw1g,"Food Delivery Services, Pan Asian, Dim Sum, Beer, Wine & Spirits, Chinese, Food, Restaurants",Philadelphia,"{'Monday': '14:0-0:0', 'Tuesday': '14:0-0:0', 'Wednesday': '14:0-0:0', 'Thursday': '14:0-0:0', 'Friday': '14:0-1:0', 'Saturday': '14:0-1:0', 'Sunday': '16:0-0:0'}",1,39.924903,-75.174729,17 Snyder Chinese,19145,21,3,PA,Chinese
489,8055,2125 N 63rd St,y9XVl5058TPjHcO6O2HBaA,"Chinese, Restaurants",Philadelphia,"{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '12:0-22:30'}",1,39.9889319,-75.2498183,Shee Yuan Chinese,19151,21,3.5,PA,Chinese
580,9651,3433 49th St N,EZ_GZILKX4_rf3wPw9Rgyw,"Chinese, Restaurants",St. Petersburg,"{'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '11:0-22:0'}",1,27.803417,-82.699448,China Wok,33710,21,3.5,FL,Chinese
631,10670,5515 Charlotte Pike,iDdLFO2gQBh_Ovxd8obaEQ,"Chinese, Restaurants",Nashville,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",0,36.1501425,-86.8562448,New China Buffet,37209,21,3.5,TN,Chinese
832,14133,972 E University Blvd,Cuzgh_nXSKWanBLKVGM4Lw,"Restaurants, Thai",Tucson,,0,32.2317149,-110.957167,Vila Thai Cuisine,85719,21,2.5,AZ,Southeast Asia
989,16928,4653 Walnut St,mJyNbjEdlv_KHBbpim0gQg,"Chinese, Restaurants",Philadelphia,"{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '13:0-0:0'}",0,39.9559957,-75.2154159,China House,19139,21,3,PA,Chinese
1033,17722,10041 E Adamo Dr,kSK8854lxpyrfaTEBQowzA,"Chinese, Restaurants",Tampa,"{'Monday': '10:45-22:15', 'Tuesday': '10:45-22:15', 'Wednesday': '10:45-22:15', 'Thursday': '10:45-22:15', 'Friday': '10:45-22:45', 'Saturday': '10:45-22:45', 'Sunday': '11:45-21:45'}",1,27.9430052,-82.3365132,Jin China,33619,21,2.5,FL,Chinese
1174,20084,2419 E Broadway Blvd,q8xzxQ8tQRWIpcckj7ZKyw,"Restaurants, Chinese",Tucson,,0,32.2217674,-110.9362869,Panda Buffet,85719,21,3,AZ,Chinese
1380,23964,8675 W Franklin Rd,swWDCayC1VfzMlDyPbUNKg,"Restaurants, Vietnamese",Boise,"{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-21:0'}",1,43.60470705,-116.2897676,208 Pho & Vegan,83709,21,4.5,ID,Southeast Asia
1483,25513,3413 Veterans Memorial Blvd,dTDBXOnGK0w96L79P92AbA,"Cafes, Patisserie/Cake Shop, Desserts, Macarons, Vietnamese, Specialty Food, Coffee & Tea, Breakfast & Brunch, Food, Restaurants, Bakeries",Metairie,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '9:0-20:0'}",1,30.0042618,-90.1587521,Chez Pierre,70002,21,4.5,LA,Southeast Asia
1496,25745,2962 N Campbell Ave,31lLDAsFtlWvqROMA1bSgw,"Japanese, Restaurants",Tucson,"{'Monday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-21:30'}",1,32.26044808,-110.9427471,Sakari Sushi,85719,21,4,AZ,Japanese
1513,25995,5675 N Front St,E1eGmRqgJ65Dby-BN5Gg_g,"Restaurants, Asian Fusion, Chinese, American (Traditional), American (New)",Philadelphia,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:30-22:0'}",1,40.038394,-75.119522,Danny's Wok,19120,21,3.5,PA,Chinese
1547,26461,"1916 Welsh Rd, Ste 16",cVZdkfVcux5xGFXUOrEmzQ,"Chinese, Restaurants, Szechuan",Philadelphia,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:30'}",1,40.0811093,-75.0382522,Szechuan King,19115,21,2.5,PA,Chinese
1605,27407,38 E Washington St,nCprivwMhexIl0yPQwsJjw,"Food, Japanese, Salad, Restaurants, Teppanyaki, Poke, Steakhouses, Bubble Tea, Sushi Bars",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.7673641,-86.1567539,Go Stir Fry,46204,21,5,IN,Japanese
1791,31086,12090 Anderson Rd,owM_gW2UpuL9U3ZgqhvahA,"Chinese, Restaurants, Szechuan",Tampa,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,28.0611348,-82.543304,China Star,33625,21,4,FL,Chinese
1901,33191,5317 W 10th St,9W3D9BB5GSZiKeA1rYg-6Q,"Soup, Seafood, Restaurants, Chinese",Indianapolis,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",1,39.7793321,-86.2513928,China Wok,46224,21,3,IN,Chinese
2015,35209,1026 Race St,0iVXOxmY96LgM6sa5tg8ZQ,"Chinese, Restaurants",Philadelphia,"{'Monday': '14:0-0:30', 'Tuesday': '14:0-0:30', 'Wednesday': '14:0-0:30', 'Thursday': '14:0-0:30', 'Friday': '12:0-0:30', 'Saturday': '12:0-0:30', 'Sunday': '12:0-0:30'}",1,39.95523682,-75.1570234,Yi Pin Restaurant,19107,21,4.5,PA,Chinese
2018,35237,2000 Rt 38,AhpCYwvGvj2uqFfp9nq8Bw,"Restaurants, Vietnamese",Cherry Hill,,0,39.94334074,-75.02762603,Pholicious,8002,21,3.5,NJ,Southeast Asia
2019,35242,7860 Oxford Ave,CmKp4n_4CkTup0ytosCEXw,"Chinese, Restaurants",Philadelphia,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:30-21:30'}",1,40.0727998,-75.0847038,Hunan Wok Philly,19111,21,3.5,PA,Chinese
2138,37579,650 S Vista Ave,3yZqLrzQiM8T00pZVZ43Rw,"Restaurants, Japanese, Korean, Asian Fusion",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:0', 'Saturday': '16:30-21:0', 'Sunday': '12:0-20:0'}",1,43.5981185,-116.2132583,Yanaki Japanese Restaurant & Asian Cuisine,83705,21,4.5,ID,Japanese
2205,39018,124-126 Lombard St,9fKBmH9_Wp44it_bDpWSLQ,"Restaurants, Japanese, Asian Fusion, Sushi Bars",Philadelphia,"{'Tuesday': '16:30-22:30', 'Wednesday': '16:30-22:30', 'Thursday': '16:30-22:30', 'Friday': '16:30-23:30', 'Saturday': '16:30-23:30'}",1,39.9419732,-75.1448595,Le Champignon De Tokio Sushi Bar,19147,21,3.5,PA,Japanese
2230,39349,2004 Chestnut St,qfAEbGBZSq4oi6nkr9gOiQ,"Food Delivery Services, Chinese, Restaurants, Food, Ethnic Food, Specialty Food",Philadelphia,,0,39.9521115,-75.1738349,Jo Jo Place,19103,21,3.5,PA,Chinese
2265,39961,10550 Baptist Church Rd,1GHO0QdRlf2g1v4LGv8W7g,"Steakhouses, Japanese, Restaurants, Seafood",St. Louis,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,38.5244051,-90.3605483,Shogun Steakhouse of Japan,63128,21,3,MO,Japanese
2278,40259,7700 Crittenden St,tJH6fNXoMkgWRyN_Y76eZg,"Restaurants, Chinese",Philadelphia,,1,40.07310874,-75.19466311,New China Court,19118,21,3.5,PA,Chinese
2292,40436,"6010 Madison Ave, Ste B",bUcwByQZX8PqErGrtb0V4g,"Chinese, Restaurants, Mexican",Indianapolis,"{'Monday': '15:0-21:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '15:0-21:0'}",1,39.6789586,-86.1326566,el sabor mexican and chinese food,46227,21,5,IN,Chinese
2410,42628,3600 Spruce St,M7ZJfnfZlXNXSNgyJbAszQ,"Food, Specialty Food, Chinese, Ethnic Food, Restaurants",Philadelphia,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0'}",1,39.9505059,-75.1951919,Le Anh Chinese Food,19104,21,2.5,PA,Chinese
2541,45013,10600 Roosevelt Blvd,YE2sNvh9mOBQzPO6pWNnCA,"Japanese, Restaurants",Philadelphia,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0'}",0,40.099462,-75.010352,Fuji San,19116,21,4,PA,Japanese
2559,45243,6051 Telegraph Rd,gxTeWM7MLX2vF2vJDGhz9A,"Chinese, Restaurants",St. Louis,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:0-21:30'}",1,38.45728544,-90.30713439,China King,63129,21,4,MO,Chinese
2614,46206,4720 W 38th St,7gVFxQHK0RfxK0S9Zr7SNA,"Restaurants, Chinese, Buffets",Indianapolis,"{'Monday': '10:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,39.8247759,-86.23885226,New Taste Buffet,46254,21,2.5,IN,Chinese
2719,48041,565 Melville Ave,t1IFfOQjddkNp36Q2twjYQ,"Restaurants, Noodles, Food, Chinese, Szechuan",St. Louis,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30'}",1,38.6554714,-90.3054805,Vegas Wok,63130,21,4.5,MO,Chinese
2732,48233,7933 Airline Dr,Eyry2fIukkWGzoBd7NGWJw,"Sushi Bars, Asian Fusion, Japanese, Restaurants",Metairie,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30'}",0,29.9793335,-90.2225219,Naruto Sushi,70003,21,4.5,LA,Japanese
2850,50036,5498 Emerson Way,eIHiB_gYMNV5gvc_VaHqRQ,"Restaurants, Cantonese, Chinese",Indianapolis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,39.85358347,-86.08751084,Golden Chef,46226,21,3.5,IN,Chinese
271,4673,106 S 20th St,nOVUeN4lQAnrwskMMJ4nEw,"Restaurants, Vietnamese",Philadelphia,,1,39.95177124,-75.1737245,Pho Mi Rittenhouse,19103,20,5,PA,Southeast Asia
283,4806,8017 Citrus Park Town Ctr Mall,zTGzoge9b_U1m7lExiHqgw,"Restaurants, Japanese",Tampa,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:30-21:0'}",1,28.069684,-82.576808,Sarku Japan,33625,20,3.5,FL,Japanese
335,5616,6117 N Florida Ave,ZXVt7UdbQDK_bl9SoybwFw,"Restaurants, Chinese",Tampa,,1,28.0029598,-82.4591083,Fried Rice King,33604,20,3.5,FL,Chinese
386,6447,8923 S Meridian St,pb1nY1D4SftVWCBM1cADCA,"Restaurants, Chinese",Indianapolis,,1,39.6361025,-86.157611,West Place Chinese Restaurant,46227,20,3.5,IN,Chinese
479,7933,1901 Woodson Rd,JTp9ExD1G0LxUczA5mxXnA,"Restaurants, Chinese",St. Louis,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '12:0-21:30'}",1,38.6882528,-90.3626228,Hon's Wok,63114,20,3,MO,Chinese
572,9562,"7060 Hollister Ave, Ste 106",TeUEijNG9w8m2fNaE7J1TA,"Thai, Restaurants",Goleta,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}",1,34.43114666,-119.8737737,TAP Thai Cuisine,93117,20,3,CA,Southeast Asia
653,11049,11000 Roosevelt Blvd,7XhHJgO-DMkMsy25e2pIhw,"Restaurants, Chinese",Philadelphia,,1,40.103263,-75.010096,NO.1 China,19116,20,4,PA,Chinese
920,15567,3716 Spruce St,rdCr5KnqfT5IsTOCfCmwfA,"Restaurants, Food, Chinese",Philadelphia,,0,39.951131,-75.198256,T Bowl,19104,20,2,PA,Chinese
982,16766,12967 Olive Blvd,cH8FSlctkiZ-f03BsQXlCQ,"Restaurants, Japanese",St. Louis,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",0,38.6821044,-90.4791911,Tachibana,63141,20,4,MO,Japanese
1051,17891,,BdWmI-F_7ajVToqDDL5A4A,"Food, Vietnamese, Restaurants, Food Trucks",Philadelphia,"{'Monday': '12:0-16:0', 'Tuesday': '12:0-16:0', 'Wednesday': '12:0-16:0', 'Thursday': '12:0-16:0', 'Friday': '12:0-16:0'}",1,39.9583587,-75.1953934,iPho,19104,20,4.5,PA,Southeast Asia
1089,18458,1701 John F Kennedy Blvd,TnwGFR_5ntHByM1VMD9etg,"Restaurants, Fast Food, Chinese",Philadelphia,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:30'}",1,39.95472202,-75.1684962,Panda Express,19103,20,3,PA,Chinese
1101,18795,4113 Magazine St,7uFQqkUJUNu8XBo1nh8DTw,"Restaurants, Thai",New Orleans,"{'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:30'}",1,29.9211388,-90.0984265,Pomelo NOLA,70115,20,5,LA,Southeast Asia
1217,20878,1051 Murfreesboro Pike,NaYxok8rRnMNKXykKqkzQQ,"Buffets, Chinese, Restaurants",Nashville,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.1273752,-86.7127552,King Buffet,37217,20,2.5,TN,Chinese
1266,21852,4553 New Linden Hill Rd,FyPqFGQXuX7Jkrjm6LoC0Q,"Restaurants, Chinese",Wilmington,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:30-22:0'}",1,39.7352027,-75.6911104,Great Wall,19808,20,2.5,DE,Chinese
1346,23331,7621 66th St,tTloD0oDsqN_EYHhTJ-xSQ,"Restaurants, Japanese",Pinellas Park,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30'}",1,27.84072595,-82.72820614,Mino Express Hibachi Grill,33781,20,4.5,FL,Japanese
1469,25365,3 S Orange St,DCJefHxEStVHnX8acaq0xA,"Thai, Restaurants",Wilmington,"{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-16:0'}",1,39.7375251,-75.55478283,Jeenwong Thai Cuisine,19801,20,3.5,DE,Southeast Asia
1474,25394,615 S 3rd St,SGfnHZzhu1H5fyYOpkATHQ,"Tapas/Small Plates, Restaurants, Chinese, Vegan, Dim Sum",Philadelphia,,0,39.9409538,-75.1474829,Mi Lah,19147,20,4,PA,Chinese
1485,25556,3698 W Waters Ave,dF7jymngJnonFa5r9RZSnw,"Vietnamese, Restaurants",Tampa,"{'Monday': '8:30-20:30', 'Tuesday': '8:30-20:30', 'Wednesday': '8:30-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:30-20:30', 'Saturday': '8:30-20:30', 'Sunday': '8:30-20:30'}",0,28.0253349,-82.5037007,Banh Mi Ba Nhan,33614,20,4,FL,Southeast Asia
1487,25622,1910 N Ola Ave,quDnwsZCafyusw6G4dhEdQ,"Restaurants, Filipino",Tampa,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",0,27.9611064,-82.4640636,Chismis & co,33602,20,4.5,FL,Southeast Asia
1514,25997,55 S Raceway Rd,wJ_jdpk8Uo0NbBtUvyQQ4Q,"Thai, Restaurants, Asian Fusion, Japanese",Indianapolis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Saturday': '11:0-22:30', 'Sunday': '11:30-21:30'}",0,39.7629012,-86.326699,Ru Yi,46231,20,3.5,IN,Japanese
1531,26159,3004 Kietzke Ln,RVvJBk7QaVfJUd_4H9XhAg,"Restaurants, Thai",Reno,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",0,39.4959234,-119.7887557,Thai Spice Express,89502,20,4,NV,Southeast Asia
1619,27702,,UaIoo-sY_1ekop-QK_qYGQ,"Filipino, Street Vendors, Food, Restaurants, Food Trucks",St. Petersburg,,1,27.791959,-82.723924,Flip'n Tasty Filipino Food Truck,33710,20,4,FL,Southeast Asia
1891,32881,8500 Essington Ave,nEhYqDvaRleiKf533ZsdWg,"Restaurants, Chinese",Philadelphia,,1,39.87877655,-75.24236298,Maki of Japan,19153,20,2.5,PA,Chinese
1910,33364,5827 W Franklin Rd,pIk9nQottFBg8hlwdJyqmg,"Vietnamese, Restaurants, Korean",Boise,,0,43.6048875,-116.2813392,Vietnamese Restaurant,83709,20,4,ID,Southeast Asia
1916,33450,3018 54th Ave S,zvnoq65Q9FRy8EXroCvlAg,"Seafood, Restaurants, Chinese",St. Petersburg,,1,27.71821461,-82.6734652,Top China,33712,20,3.5,FL,Chinese
1977,34502,4319 Telegraph Rd,6XOn1p3sbO22UjJGpmCgxg,"Restaurants, Chinese",St. Louis,,1,38.486761,-90.304813,China Wok,63129,20,4.5,MO,Chinese
2008,35065,2513 W Hillsborough Ave,jFzEKWbzU6Ni465Wt1gR1Q,"Chinese, Restaurants",Tampa,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,27.996615,-82.4850955,China Dragon,33614,20,4,FL,Chinese
