,address,business_id,categories,city,hours,latitude,longitude,name,postal_code,review_count,stars,state,OutdoorSeating,BusinessAcceptsCreditCards,RestaurantsPriceRange2,RestaurantsTakeOut,WiFi,ParkingAvailability
752,100 W Oxford St,UiEv2cjyNN3igsE5kv0wCA,"Coffee & Tea, Breakfast & Brunch, Cafes, Food, Coffee Roasteries, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0'}",39.9739016,-75.1348818,Gryphon Cafe,19122,33.0,4.0,PA,1,1,2,1,free,1.0
753,2400 Market St,lfsVFWNsb_fbeYQenBf-4Q,"Coffee & Tea, Food",Philadelphia,"{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30'}",39.9535678,-75.1793753,Le Petit Cafe,19103,8.0,5.0,PA,0,1,1,,,0.0
754,2319 Walnut St,Igfj3Cxs3LXB9xB0GEe9YQ,"Restaurants, Food, Bakeries, Coffee & Tea",Philadelphia,,39.9512805,-75.1792293,Ponte Coffee House,19103,10.0,3.5,PA,0,1,2,,free,1.0
755,2001 Hamilton St,Gn04KrDDpvk97Z8MdTgqGg,"Breakfast & Brunch, Restaurants, Juice Bars & Smoothies, Food, Acai Bowls, Specialty Food, Health Markets, Fruits & Veggies, Coffee & Tea",Philadelphia,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '9:0-15:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}",39.9626467303,-75.1718988884,Frutta Bowls,19130,32.0,3.5,PA,0,1,,1,free,1.0
756,9834 Bustleton Ave,UrWsPqcJFlf5sGVRZzsuYw,"Donuts, Coffee & Tea, Restaurants, Food",Philadelphia,"{'Monday': '4:0-23:0', 'Tuesday': '4:0-23:0', 'Wednesday': '4:0-23:0', 'Thursday': '4:0-23:0', 'Friday': '4:0-23:0', 'Saturday': '4:0-23:0', 'Sunday': '4:0-23:0'}",40.0931358,-75.0320455,Dunkin',19115,12.0,1.5,PA,0,1,1,1,free,0.0
757,3900 Chestnut St,CQgupIpIbkyiVLUEcMIRCA,"Food, Donuts, Coffee & Tea, Ice Cream & Frozen Yogurt",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '6:30-19:0'}",39.954973,-75.200154,Beiler's Donuts,19104,231.0,4.5,PA,0,1,1,1,free,1.0
758,133 S 18th St,oU-vzdE38Nk6gAr4yDy6ew,"Food, Coffee & Tea, Bakeries",Philadelphia,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '10:0-19:0'}",39.9505935,-75.1703331,Crumbs Bake Shop,19103,54.0,2.5,PA,0,1,2,,no,1.0
759,28 S 40th St,eblnR1cQsR_aeUkNu38VkA,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Sandwiches",Philadelphia,"{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-18:0'}",39.9563117,-75.2022724,Lovers & Madmen,19104,132.0,3.5,PA,1,1,2,1,free,1.0
760,118 S 36th St,yx31OWOldAFmgJ8PDzgMYQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",39.9541126,-75.1950918,Elixr Coffee Roasters at ICA,19104,8.0,4.5,PA,0,1,1,1,free,0.0
761,22 W Girard Ave,kvRjzneD1FWh4Szb-trL4A,"Coffee & Tea, Food, Fast Food, Restaurants, Burgers",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9683247686,-75.1356663555,McDonald's,19123,38.0,2.0,PA,0,1,1,1,free,0.0
762,213-217 N 4th St,XoX8Erg2hrLdpqfIA468RA,"Restaurants, Food Delivery Services, Cafes, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '9:0-15:0', 'Sunday': '9:0-15:0'}",39.9546524,-75.1461131,4th Street Cafe,19106,20.0,4.0,PA,1,1,1,1,free,1.0
763,1172 S 9th St,S1FwTmCAwv5ulu5gToWi_w,"Specialty Food, Food, Restaurants, Desserts, Gelato, Chocolatiers & Shops, Coffee & Tea",Philadelphia,"{'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-23:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-22:0'}",39.9343869,-75.1589957,RIM Cafe,19147,290.0,4.5,PA,1,1,2,1,no,1.0
764,4004 Spruce St,ljRFZy8ZeRnNkTMm3Ssjqw,"Food, Desserts, Coffee & Tea, Bakeries",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-19:0'}",39.9516704,-75.2034089,Cream & Sugar,19104,12.0,3.5,PA,0,1,1,,no,1.0
765,1502 Franklin Mills Cir,ZSO7isM9z-BkHP0kyE7Tzg,"Food, Restaurants, Cafes, Coffee & Tea",Philadelphia,"{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '9:0-21:30', 'Sunday': '10:0-19:0'}",40.084133,-74.962256,Coffee Beanery,19154,5.0,2.5,PA,0,1,2,,free,1.0
766,216 N 10th St,Wewu2lolL111m_1TVTgR-Q,"Food, Coffee & Tea",Philadelphia,"{'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",39.9559225,-75.155964,Tea Talk,19107,125.0,3.5,PA,0,1,1,,free,1.0
767,2033 E York St,Am_H8-XxtTfV34QmOuWcyQ,"Arts & Entertainment, Internet Cafes, Caterers, Event Planning & Services, Food, Juice Bars & Smoothies, Coffee & Tea, Bagels",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.9833855,-75.1291204,Leotah's Place Coffeehouse,19125,48.0,4.5,PA,1,1,1,,free,1.0
768,5219 Frankford Ave,UJQGJ0tlKO93Lia2JGidZA,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",Philadelphia,"{'Monday': '4:0-23:0', 'Tuesday': '4:0-23:0', 'Wednesday': '4:0-23:0', 'Thursday': '4:0-23:0', 'Friday': '4:0-23:0', 'Saturday': '4:0-23:0', 'Sunday': '4:0-23:0'}",40.022512,-75.077527,McDonald's,19124,5.0,1.0,PA,,1,1,1,,0.0
769,1812 E Passyunk Ave,TsoCCouCudxL2mwn86SFiQ,"Juice Bars & Smoothies, Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Desserts",Philadelphia,"{'Monday': '15:0-21:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-22:0'}",39.927457,-75.166521,Arctic Scoop,19148,170.0,4.5,PA,,1,2,1,free,1.0
770,725 Walnut St,OetKsgbBp_slqg2VIKzxxg,"Bakeries, Cafes, Coffee & Tea, Food, Restaurants, Sandwiches",Philadelphia,,39.948227,-75.15363,Philly's Cafe,19106,10.0,3.0,PA,1,1,2,1,free,1.0
771,8419 Germantown Ave,86BkHfhvm7pVTMUSyJlttQ,"Coffee & Tea, American (New), Sandwiches, Cheesesteaks, Waffles, Food, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Restaurants, Burgers",Philadelphia,{'Monday': '0:0-0:0'},40.0756394,-75.2053777,Louie's Little Hut,19118,31.0,4.0,PA,1,1,2,1,no,1.0
772,900 N 4th St,yFpOyYTVc2p2I-vNxe4nQw,"Vegetarian, Internet Cafes, Latin American, Mexican, Coffee & Tea, Restaurants, Food, Breakfast & Brunch",Philadelphia,"{'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '9:0-15:0'}",39.965851,-75.144135,Cafe Chismosa,19123,139.0,4.5,PA,1,1,2,1,free,1.0
773,212 S 12th St,w5wfWE6skJDi_-mS56DB-g,"Coffee & Tea, Bagels, Food, Cafes, Bakeries, Restaurants, Sandwiches",Philadelphia,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",39.9481118,-75.160762,Cafe Twelve,19107,82.0,3.5,PA,1,1,1,1,free,1.0
774,6460 Bustleton Ave,JqvkVi-aiTjdfdp4wP8XIA,"Restaurants, Sandwiches, Coffee & Tea, Food, Delis",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0365019,-75.0699667,Wawa,19149,8.0,3.0,PA,0,1,1,1,free,0.0
775,1425 E Moyamensing Ave,picPFi6JAQ6VDQUCOqftmQ,"Coffee & Tea, Delis, Food, Grocery, Restaurants",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0'}",39.9297436,-75.1498359,Pennsport Market & Deli,19147,5.0,2.5,PA,,0,,,,0.0
776,100 S Independence Mall W,pq8x9lii-ZV1U4RJVG29Lg,"Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-16:0'}",39.950289,-75.150852,La Colombe Coffee,19106,156.0,4.0,PA,1,1,1,1,no,1.0
777,1043 Spring Garden St,tpmXakPzEw-AapddjxAx_Q,"Restaurants, Coffee & Tea, Food, Sandwiches, Tea Rooms",Philadelphia,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-18:0'}",39.961974,-75.1559599,Teaful Bliss Cafe,19123,17.0,5.0,PA,1,1,1,1,free,1.0
778,3437 Walnut St,xGBHv5kA1Cm4eYyqzxy7Kw,"Breakfast & Brunch, Donuts, Food, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:30-21:0', 'Sunday': '5:30-21:0'}",39.9531597,-75.1935218,Dunkin',19104,34.0,3.5,PA,0,1,1,1,free,1.0
779,6024 Ridge Ave,f22prjTaNUWwqvVsI4HWxQ,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:30', 'Wednesday': '5:30-20:30', 'Thursday': '5:30-20:30', 'Friday': '5:30-20:30', 'Saturday': '5:30-20:30', 'Sunday': '5:30-20:30'}",40.032118,-75.21384,Starbucks,19128,59.0,3.0,PA,1,1,2,1,free,1.0
780,1100 Walnut St,ilms3tyoWYHDPo00lmrMOw,"Food, Specialty Food, Restaurants, Candy Stores, Coffee & Tea",Philadelphia,"{'Monday': '6:30-18:30', 'Tuesday': '6:30-18:30', 'Wednesday': '6:30-18:30', 'Thursday': '6:30-18:30', 'Friday': '6:30-18:30', 'Saturday': '8:0-18:30'}",39.9484568,-75.1591412,Joe Coffee Bar,19107,20.0,4.0,PA,1,1,1,1,free,1.0
781,3420 Walnut St,yc76PdPdke67hWc8OAyQCA,"Coffee & Tea, Bagels, Food, Restaurants, Breakfast & Brunch",Philadelphia,"{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}",39.9527242,-75.1940217,Mark's Cafe,19104,10.0,2.0,PA,1,1,1,1,free,0.0
782,111 S Independence Mall E,cgwydv-BvXL5A_h_SaCTNQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '9:0-16:0'}",39.9497563,-75.1480623,Menagerie Coffee at The Bourse,19106,14.0,4.5,PA,,1,,1,free,0.0
783,4200 N Broad St,VbEm2EN2rpCqSQDVnIZZuw,"Restaurants, Fast Food, Coffee & Tea, Burgers, Food",Philadelphia,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-4:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '4:0-23:0'}",40.0173649056,-75.149853,McDonald's,19140,12.0,1.0,PA,0,1,1,1,free,1.0
784,1710 E Passyunk Ave,2Gik-IBYVBuU3e10pVdkhw,"Bars, Sandwiches, American (Traditional), Food, Coffee & Tea, Delis, Nightlife, Restaurants",Philadelphia,"{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-21:0'}",39.9284842,-75.1653613,Plenty Café,19148,153.0,3.5,PA,1,1,2,1,free,1.0
785,1425 Walnut St,kj3Lyh9KooU8GcRBbMDQWQ,"Restaurants, Bakeries, Breakfast & Brunch, Coffee & Tea, Food, Belgian, French",Philadelphia,"{'Monday': '7:30-16:0', 'Tuesday': '7:30-16:0', 'Wednesday': '7:30-16:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.949621,-75.165252,Le Pain Quotidien,19102,312.0,3.5,PA,1,1,2,1,free,1.0
786,2149 Catharine St,EaGQz-Y2aAdfrn1XXgjJ6A,"Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",39.942568,-75.17902,Ultimo Coffee,19146,156.0,4.0,PA,1,1,2,1,free,1.0
787,147 N 3rd St,i6jA8vSHrP9LiUPHlqPVwA,"Food, Mediterranean, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",39.9535194938,-75.1448114998,Cafe Olé,19106,371.0,4.0,PA,1,1,1,1,free,1.0
788,423 N 36th St,oDl1Zh9L7rM3o5RNur0kZA,"Cheesesteaks, Coffee & Tea, Italian, Turkish, Sandwiches, Grocery, Restaurants, Convenience Stores, Food",Philadelphia,"{'Monday': '8:30-20:0', 'Tuesday': '8:30-20:0', 'Wednesday': '8:30-20:0', 'Thursday': '8:30-20:0', 'Friday': '8:30-20:0', 'Saturday': '8:30-20:0', 'Sunday': '10:0-18:0'}",39.9623033162,-75.1940774918,Lee's Market,19104,18.0,4.5,PA,,1,1,1,,1.0
789,1901 S 9th St,hKfs-tsper4UuAOiG23z2A,"Food, Coffee & Tea",Philadelphia,"{'Monday': '8:0-14:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0'}",39.9252954,-75.159828,Two Persons Coffee,19148,16.0,4.5,PA,,1,2,1,free,0.0
790,209 Poplar St,M8gqtBtaryMw4a5QStE1QQ,"Venues & Event Spaces, Event Planning & Services, Latin American, Food, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",39.9643891,-75.1410147,Arbol Café,19123,47.0,4.0,PA,1,0,1,1,free,1.0
791,3802 Lancaster Ave,YdsPB-Wl4CEo56qaFTTlGQ,"Cafes, Food, Restaurants, Breakfast & Brunch, Coffee & Tea",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-17:0'}",39.9601619,-75.197205,Reed's Coffee & Tea House,19104,106.0,4.5,PA,1,1,1,1,free,1.0
792,4305 Locust St,H4eTwVFJvjCL0asz94CSTA,"Soul Food, Coffee & Tea, Restaurants, Cuban, Food",Philadelphia,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}",39.954026,-75.209584,Cafe Clave,19104,56.0,4.0,PA,1,0,1,,free,1.0
793,1917 E Passyunk Ave,EdopUxxfxqEA79Vcy_dT3g,"American (New), Sandwiches, Vegetarian, Food, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",39.9261735,-75.1675686,Fuel,19148,262.0,3.5,PA,1,1,2,1,free,1.0
794,7704 Castor Ave,tKL_MbA8s_ZeU4RV5m-0QQ,"Nightlife, Bars, Food, Coffee & Tea, Hookah Bars",Philadelphia,"{'Monday': '19:0-1:0', 'Tuesday': '19:0-1:0', 'Wednesday': '19:0-1:0', 'Thursday': '19:0-1:0', 'Friday': '19:0-2:0', 'Saturday': '19:0-2:0', 'Sunday': '19:0-2:0'}",40.057756,-75.0602779,Ali Baba Cafe & Hookah Bar,19152,9.0,3.5,PA,0,,,0,,
795,1711 Fairmount Ave,zpKTPWoW56wF6d9qNnxM3Q,"Food, Sandwiches, Restaurants, Breakfast & Brunch, Coffee & Tea",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0'}",39.9673313,-75.1658216,Rybread,19130,433.0,4.0,PA,1,1,1,1,free,1.0
796,240 S 40th St,ifWCzW6H6t2xKQfpoleQgg,"Restaurants, Coffee & Tea, Food",Philadelphia,,39.952718,-75.2029094,Bucks County Coffee Co,19195,12.0,3.0,PA,1,1,2,,free,1.0
797,4100 Chester Ave,5YFVP_hmIXyVDU24sTKDxA,"Donuts, Food, Coffee & Tea",Philadelphia,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",39.9483613,-75.2062978,Dunkin',19104,8.0,3.0,PA,0,1,1,1,free,1.0
798,1240 N 50th St,oynwmvwg1CUYCk0-VpZlAg,"Breakfast & Brunch, Food, Juice Bars & Smoothies, Coffee & Tea, Health & Medical, Restaurants, Nutritionists",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",39.9731919,-75.2230046,Sweet Treat Hut,19131,42.0,4.5,PA,0,1,2,1,free,1.0
799,136 S 15th St,1KxvbQoLUSnYlgxzJ3FEJw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '9:0-15:0'}",39.949886322,-75.1659622192,Green Line Cafe,19103,24.0,4.0,PA,1,1,1,,free,1.0
800,1733 Chestnut St,2juujWzR3Ac_TSmbTzWawQ,"Gift Shops, Shopping, Home & Garden, Flowers & Gifts, Candle Stores, Coffee & Tea, Food",Philadelphia,"{'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-17:0'}",39.9517732786,-75.1699171493,Paddywax Candle Bar,19103,7.0,4.0,PA,,,,,,
801,4634 Woodland,tw_PmFjjCyg0t8Ek_kQz0Q,"Bagels, Pizza, Bakeries, Food, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-13:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",39.9434251,-75.2104913,Four Worlds Bakery,19143,58.0,4.5,PA,0,1,1,1,no,1.0
802,2001 Frankford Ave,BqvKbM7EOI0jXs0G-h2C9g,"Breakfast & Brunch, Performing Arts, Arts & Entertainment, Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '6:30-20:0', 'Tuesday': '6:30-20:0', 'Wednesday': '6:30-20:0', 'Thursday': '6:30-20:0', 'Friday': '6:30-20:0', 'Saturday': '7:0-20:0', 'Sunday': '8:0-20:0'}",39.978541,-75.130099,Rocket Cat Cafe,19125,141.0,3.0,PA,1,1,1,1,free,1.0
803,135 S 10th St,npDpDAJ2-tjAabqN4p3c5Q,"Restaurants, Delis, Coffee & Tea, Food, Convenience Stores",Philadelphia,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}",39.9487783,-75.1571366,Sam's Fresh Spot,19107,25.0,4.0,PA,0,1,1,1,free,0.0
804,404 S 20th St,etK5pTCprPuKJCtiU-iLKw,"Coffee & Tea, Restaurants, Desserts, Food",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-17:0'}",39.9465979,-75.17476,Darling's Coffeehouse & Cheesecake,19146,25.0,4.0,PA,1,1,1,,free,1.0
805,143 E Wyoming Ave,Oiwll1QEUAKhnvex5HePfQ,"Colombian, Restaurants, Coffee & Tea, Food, Latin American, Bakeries",Philadelphia,"{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0', 'Saturday': '6:0-15:0'}",40.02154,-75.122587,Cafe Tinto,19120,19.0,4.5,PA,0,1,1,1,free,1.0
806,34-98 N Broad St,gnE7VBl6EDTiy02a4WP4ng,"Restaurants, Burgers, Food, Fast Food, Coffee & Tea",Philadelphia,,39.9545676777,-75.1634571328,McDonald's,19102,7.0,2.0,PA,0,1,1,1,free,0.0
807,613 S 3rd St,9sOHuGGwb8uRVu7pANSWfg,"Bagels, Coffee & Tea, Restaurants, Food, Breakfast & Brunch",Philadelphia,"{'Monday': '6:30-16:0', 'Tuesday': '6:30-16:0', 'Wednesday': '6:30-16:0', 'Thursday': '6:30-16:0', 'Friday': '6:30-16:0', 'Saturday': '6:30-16:0', 'Sunday': '6:30-16:0'}",39.9408795261,-75.1475532699,South Street Philly Bagels,19147,248.0,4.0,PA,0,1,1,1,free,1.0
808,1321 N Front St,20DL03rDdw1R2mSH4ORVJA,"Bikes, Public Art, Local Services, Shopping, Bike Repair/Maintenance, Food, Sporting Goods, Coffee & Tea, Arts & Entertainment, Local Flavor",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '15:0-20:0', 'Wednesday': '15:0-20:0', 'Thursday': '15:0-20:0', 'Saturday': '9:0-15:0'}",39.9708217,-75.1353379,Fishtown Bikes-n-Beans,19122,28.0,4.5,PA,,1,1,,,1.0
809,3400 Civic Center Blvd,4tgm6KADoZz_hbukxqK7sA,"Sandwiches, Coffee & Tea, Restaurants, Salad, Italian, Food",Philadelphia,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-17:0'}",39.9478000298,-75.1932610432,Kitchen Gia,19104,42.0,3.0,PA,1,1,2,1,free,1.0
810,4615 Woodland Ave,DZxyXqQSmR59wFOTT7UJBg,"Specialty Food, Herbs & Spices, Food, Internet Cafes, Restaurants, Sandwiches, Coffee & Tea",Philadelphia,"{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0'}",39.9442486,-75.2103152,Whispering Leaves,19143,8.0,4.5,PA,1,1,1,1,free,1.0
811,3639 Lancaster Ave,jL4fYp0j8Jn31BiYptb10g,"Bubble Tea, Coffee & Tea, Food",Philadelphia,"{'Monday': '12:0-22:30', 'Tuesday': '12:0-22:30', 'Wednesday': '12:0-22:30', 'Thursday': '12:0-22:30', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:30'}",39.9592387831,-75.1945384964,Woosa Bubble Tea,19104,46.0,4.0,PA,,1,1,1,,0.0
812,2327 Cottman Ave,woNKqqAki96qvJX3JONQfw,"Food, Coffee & Tea, Donuts, Bagels",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.046212,-75.0565730862,Dunkin',19149,24.0,3.0,PA,1,1,1,1,free,1.0
813,5643 Ridge Ave,abyhAtKhZUh8w0VT3Rn_BA,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '4:0-23:0', 'Tuesday': '4:0-23:0', 'Wednesday': '4:0-23:0', 'Thursday': '4:0-23:0', 'Friday': '4:0-23:0', 'Saturday': '4:0-23:0', 'Sunday': '4:0-23:0'}",40.0267818,-75.2090475,Dunkin',19128,14.0,2.0,PA,,,1,1,,
