,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BusinessParking,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,ByAppointmentOnly,WiFi,Alcohol,Caters,RestaurantsGoodForGroups,Ambience,GoodForKids,RestaurantsReservations,NoiseLevel,RestaurantsAttire,HasTV,GoodForMeal,RestaurantsTableService,WheelchairAccessible,BYOB,DriveThru,HappyHour,DogsAllowed,BusinessAcceptsBitcoin,Corkage,BYOBCorkage,Smoking,Music,GoodForDancing,CoatCheck,AcceptsInsurance,AgesAllowed,BestNights,DietaryRestrictions
10,1444 S Broad St,"{'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Caters': 'False'}",I4TFiNX5gTsJBnEGH2Tl8Q,"Juice Bars & Smoothies, Sandwiches, Food, Restaurants, Coffee & Tea",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}",0.0,39.931855,-75.168473,Benna's West,19146,47.0,3.5,PA,False,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',u'none',False,False,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'very_loud','casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",False,,,,,,,,,,,,,,,,
11,"1001 N 2nd St, Ste 9","{'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'None'}",xb-qtXVZ7xFr51Se5fAZjg,"Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Restaurants, Cafes, Juice Bars & Smoothies",Philadelphia,"{'Monday': '7:30-21:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '7:30-21:0', 'Sunday': '7:30-21:0'}",0.0,39.9667910353,-75.1400172338,Saige Café,19123,14.0,3.0,PA,None,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,,'free','none',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,False,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,
12,4618 Baltimore Ave,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True'}",U30ggGzFpXvc2NZYwOW3qg,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",Philadelphia,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",1.0,39.9486639126,-75.2158315415,Mood Cafe,19143,458.0,4.5,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'no',u'none',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,u'quiet',u'casual',True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,
13,914 S Broad St,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'Ambience': 'None', 'Caters': 'False', 'WiFi': ""'free'"", 'DriveThru': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False'}",kgMEBZG6rjkGeFzPaIM4MQ,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",Philadelphia,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-1:0', 'Saturday': '6:0-1:0', 'Sunday': '6:0-0:0'}",0.0,39.9394402,-75.1668049,McDonald's,19146,55.0,2.0,PA,True,True,True,"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",,1,True,,'free',u'none',False,False,None,True,False,u'average',u'casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}",False,True,,True,,,,,,,,,,,,,
14,701-03 S 5th St,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True'}",ZyyExneJPXjci7yc2CGAPQ,"Coffee & Tea, Food",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '13:0-19:0'}",0.0,39.940311,-75.15099,Cups & Chairs,19147,80.0,4.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
15,119 S 21st St,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",Bb3F76xkJrA-IwXLNK52RQ,"Food, Coffee & Tea",Philadelphia,,1.0,39.9511237,-75.1755163,Alchemy Coffee,19103,19.0,5.0,PA,,True,True,"{u'valet': False, u'garage': None, u'street': None, u'lot': False, u'validated': None}",,2,True,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3925 Walnut St,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False'}",A0F-h3xJm_6gHDKcDQwSrQ,"Pizza, Restaurants, Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Food",Philadelphia,"{'Monday': '8:0-22:30', 'Tuesday': '8:0-22:30', 'Wednesday': '8:0-22:30', 'Thursday': '8:0-22:30', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-22:30'}",0.0,39.9541715545,-75.2013800841,Capogiro Gelato,19104,252.0,4.0,PA,False,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,u'free','none',False,True,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,False,'average','casual',False,,,,,,True,,,,,,,,,,,,
17,6227 Lancaster Ave,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'loud'"", 'HasTV': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}""}",duf2PORLOL6it1dTGhSnKA,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Sandwiches, American (New)",Philadelphia,"{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '6:30-14:30', 'Sunday': '6:30-14:30'}",1.0,39.9850064107,-75.246888042,Junes Breakfast,19151,20.0,2.5,PA,False,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,1,True,,u'no',u'none',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,False,u'loud','casual',True,"{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}",,,,,,,,,,,,,,,,,
18,212 S 12th St,"{'BikeParking': 'True', 'Caters': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}",eqNutOMnPqKa9QDAY6KfEw,"Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '8:0-13:0', 'Friday': '8:0-13:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",1.0,39.948081,-75.1608093,J'aime French Bakery,19107,310.0,4.5,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,False,u'free',,True,,,True,,u'average',,,,,False,,,,False,False,,,,,,,,,,
19,1321 S 2nd St,"{'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}",pXb7pDVPayyElIqVlh1FOg,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food",Philadelphia,"{'Monday': '15:0-20:0', 'Tuesday': '15:0-20:0', 'Wednesday': '15:0-20:0', 'Thursday': '15:0-20:0', 'Friday': '15:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",0.0,39.9310268,-75.1478088,Brown Chicken Brown Cow,19147,5.0,4.0,PA,,,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4728 Baltimore Ave,"{'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'HasTV': 'False', 'Corkage': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BYOBCorkage': ""u'yes_corkage'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}",14ZGwnDyydXdSBsLXpSUrA,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}",1.0,39.9483087,-75.2178905,Vientiane Café,19143,304.0,4.0,PA,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,'no','none',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,u'average','casual',False,"{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,False,,False,False,u'yes_corkage',,,,,,,,
21,1601 John F Kennedy Blvd,"{'GoodForKids': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'False', 'Corkage': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False'}",9XpU6r6ATXSWYfbU7kibaQ,"Coffee & Tea, Restaurants, Food, Coffee Roasteries, Sandwiches",Philadelphia,,1.0,39.9542012,-75.1674658,Passero's Coffee Roasters,19103,91.0,4.5,PA,False,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',u'none',False,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,False,u'loud',u'casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",False,True,False,,,,False,False,,,,,,,,,
22,1018 N 2nd St,"{'WiFi': ""u'free'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': None}""}",sD2yBIzp0SNYRMD4QfH9Jw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '6:0-13:0', 'Sunday': '6:0-13:0'}",1.0,39.96651,-75.140377,Starbucks,19123,13.0,2.5,PA,,,,"{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': None}",,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
23,847 N 16th St,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': True, u'dinner': False, u'latenight': False, u'dessert': None}"", 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'BikeParking': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'True'}",GOSVLhjUT6TnrPhkkmDOpw,"Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",1.0,39.969939,-75.163026,Vineyards Cafe,19130,192.0,4.5,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,1,False,False,u'free',u'none',False,True,"{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}",True,False,'average','casual',False,"{u'breakfast': True, u'brunch': True, u'lunch': True, u'dinner': False, u'latenight': False, u'dessert': None}",False,True,,,False,False,False,,,,,,,,,,
24,19th St & Market St,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False'}",kLS3Sth5HvO0IjrXCCvXxA,"Food, Automotive, Convenience Stores, Coffee & Tea, Gas Stations, Sandwiches, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,39.953351,-75.172624,Wawa,19103,45.0,2.5,PA,True,,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,False,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,u'average',,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,
25,1703 S 9th St,"{'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Caters': 'False'}",HHWTWs8sa7cE3ksH3_BCTw,"Coffee & Tea, American (New), Restaurants, Food",Philadelphia,"{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",0.0,39.9280696,-75.1602342,Fa Caldo Caffe,19148,19.0,4.5,PA,False,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,'free',u'none',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",True,False,u'average','casual',False,,,,,,,,,,,,,,,,,,
26,1201 N Broad St,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}",gq4zw-ru_rkZ2UBIanaZFQ,"Fast Food, Food, Burgers, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-4:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '4:0-23:0'}",0.0,39.9720955382,-75.1588091254,McDonald's,19122,38.0,1.0,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,1,True,,,u'none',False,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,,u'casual',True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,
27,7520 City Line Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}",-sRtgVuwRz7JJQaHiLV9zw,"Coffee & Tea, Food, Donuts",Philadelphia,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",1.0,39.979683,-75.2697307,Dunkin',19151,10.0,2.0,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
28,1528 Walnut St,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}""}",OTBWyXkNsBYHqIlXJXnEDA,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",1.0,39.949485,-75.1673521,Starbucks,19102,39.0,3.0,PA,,False,True,"{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}",True,2,True,,u'free',,False,,,,,,,,,,,,,,,,,,,,,,,,,
